mfcc_mean,mfcc_std,chroma_mean,contrast_mean,zcr_mean,tempo,filename,label
-8.392326,107.18657,0.34869307,20.903557760736824,0.025639678671633127,[107.66601562],blues.00089.wav,blues
2.2930481,66.62963,0.3778906,22.557449560648084,0.058235853449109906,[143.5546875],blues.00090.wav,blues
0.20764813,85.13576,0.42194936,20.946460048902036,0.03605269204721362,[63.02400915],blues.00091.wav,blues
-4.934084,104.43269,0.39106512,20.944062093111704,0.03231802075270898,[83.35433468],blues.00092.wav,blues
-4.5482335,110.35088,0.3777357,21.405046527628777,0.021700549051857584,[58.72691761],blues.00093.wav,blues
1.26261,74.0463,0.37671533,22.891542804206804,0.05090785543246904,[103.359375],blues.00094.wav,blues
4.70377,58.618855,0.36996734,22.863342052448136,0.05714742465654025,[135.99917763],blues.00095.wav,blues
-11.228804,98.81504,0.26061335,23.630066225315645,0.048313766810178016,[143.5546875],blues.00096.wav,blues
5.435042,64.11091,0.3752842,21.966853320414568,0.04462595842202012,[117.45383523],blues.00097.wav,blues
3.9726968,46.722145,0.4431951,20.80031499206746,0.12842590520994582,[123.046875],blues.00098.wav,blues
-3.180796,71.261475,0.37024575,20.397492004424432,0.07479924535603716,[92.28515625],blues.00099.wav,blues
-11.083524,85.40242,0.2523795,23.375120387152062,0.09824505974264706,[95.703125],classical.00000.wav,classical
-15.360042,97.837814,0.21504712,25.191173628239408,0.0877715781008127,[112.34714674],classical.00001.wav,classical
-8.742819,78.45149,0.27784783,22.89904842999001,0.09004972003192724,[99.38401442],classical.00002.wav,classical
-13.299562,99.56074,0.23423362,25.66576018900082,0.10895172213622291,[71.77734375],classical.00003.wav,classical
-13.990852,80.64989,0.22157979,25.02709005814026,0.1128666644494969,[161.49902344],classical.00004.wav,classical
-10.891357,87.25899,0.26855293,22.307126331473317,0.07523877406636997,[143.5546875],classical.00005.wav,classical
-11.786743,92.716866,0.261451,24.39386288989103,0.07292321739551083,[99.38401442],classical.00006.wav,classical
-11.3255205,92.519615,0.27657983,22.87047593151625,0.07314694998065016,[215.33203125],classical.00007.wav,classical
-13.342214,91.38692,0.2547598,23.717355979268486,0.07878788336880804,[135.99917763],classical.00008.wav,classical
-14.38487,108.416115,0.2705048,24.07482304914614,0.05627025686919505,[234.90767045],classical.00009.wav,classical
-14.511465,97.514854,0.24500221,22.75092841919929,0.08621640987809598,[103.359375],classical.00010.wav,classical
-16.174551,117.834625,0.24491914,23.25677424945236,0.06072601223877709,[151.99908088],classical.00011.wav,classical
-16.861025,111.29291,0.23568681,24.161496564546376,0.06593875471652477,[95.703125],classical.00012.wav,classical
-15.802991,107.10544,0.23204602,23.550969785258374,0.08088953354779412,[129.19921875],classical.00013.wav,classical
-17.125662,101.141464,0.23408201,22.89218700644825,0.0684731309258901,[143.5546875],classical.00014.wav,classical
-22.08411,130.31024,0.21659923,24.16535288545421,0.07575237640286378,[83.35433468],classical.00015.wav,classical
-23.37591,140.66385,0.21924284,22.00699880325035,0.04766448880127709,[99.38401442],classical.00016.wav,classical
-16.24556,100.28124,0.25641188,22.37351465869709,0.08111553369291796,[89.10290948],classical.00017.wav,classical
-17.119804,121.233574,0.23910886,23.557100936605973,0.07066888484423374,[161.49902344],classical.00018.wav,classical
-22.370628,138.74173,0.28404716,22.003316485538246,0.057591488486842105,[95.703125],classical.00019.wav,classical
-12.496363,97.58713,0.26897267,22.987973951717336,0.0698128809500774,[143.5546875],classical.00020.wav,classical
-14.835056,91.8966,0.26681942,22.03472274716759,0.07956679022349071,[135.99917763],classical.00021.wav,classical
-11.432074,93.98643,0.2762817,22.393815973750268,0.06844629813273993,[107.66601562],classical.00022.wav,classical
-16.069923,122.53309,0.26717928,23.260043055156746,0.044227245791408666,[95.703125],classical.00023.wav,classical
-8.951577,78.862144,0.25333998,23.35337282282127,0.07164771490421827,[151.99908088],classical.00024.wav,classical
-8.063354,79.741394,0.29736656,21.752106837157378,0.068293993687113,[129.19921875],classical.00025.wav,classical
-17.675251,100.7039,0.24567784,23.55709110217236,0.08174818292859908,[161.49902344],classical.00026.wav,classical
-15.179106,114.566315,0.2407341,23.437602618319584,0.05344941224845201,[135.99917763],classical.00027.wav,classical
-9.788892,79.40184,0.2629238,23.116422222611227,0.08109777113970588,[161.49902344],classical.00028.wav,classical
-14.157424,96.48156,0.24696632,23.079686398975404,0.09221523981714397,[135.99917763],classical.00029.wav,classical
-18.789167,98.21038,0.27832785,22.03099674869034,0.06372448239164087,[117.45383523],classical.00030.wav,classical
-15.123715,116.13239,0.30317983,19.380102998787176,0.03945743336397059,[112.34714674],classical.00031.wav,classical
-24.8096,145.67639,0.2831995,21.403258754960255,0.03658178937693499,[103.359375],classical.00032.wav,classical
-23.691034,124.769646,0.30397424,21.816765909959507,0.05439309512867647,[95.703125],classical.00033.wav,classical
-15.671478,96.53085,0.27409896,24.762425892451507,0.07356796028444272,[123.046875],classical.00034.wav,classical
-12.697747,102.92686,0.3192511,20.710251735745857,0.06115495900251548,[151.99908088],classical.00035.wav,classical
-24.652214,121.4649,0.23929831,22.206058065944198,0.059410449521091334,[107.66601562],classical.00036.wav,classical
-17.094496,87.2567,0.2842068,23.059925874368833,0.09395219076528638,[161.49902344],classical.00037.wav,classical
-15.119477,90.108536,0.29454452,22.74636847555643,0.07583589819562693,[151.99908088],classical.00038.wav,classical
-21.423992,119.47583,0.27088746,22.227815012547275,0.10895928066950464,[161.49902344],classical.00039.wav,classical
-22.038874,106.977585,0.25055692,23.513594372738034,0.0726431737374226,[107.66601562],classical.00040.wav,classical
-22.746958,108.692665,0.26820537,23.592862182654528,0.07881698372194272,[123.046875],classical.00041.wav,classical
-7.2228,67.02932,0.26172364,21.244566110479983,0.09385279605263158,[198.76802885],classical.00042.wav,classical
-12.188496,84.580986,0.19094546,20.710731509007413,0.051040885618227554,[129.19921875],classical.00043.wav,classical
-23.656504,119.4115,0.25204444,23.747696165593776,0.07170553768382353,[80.74951172],classical.00044.wav,classical
-6.8550096,66.380005,0.23626502,20.887055741080577,0.0622955416747291,[184.5703125],classical.00045.wav,classical
-0.6595414,43.283073,0.3467908,18.892742416095697,0.11161308170472137,[129.19921875],classical.00046.wav,classical
-24.514277,127.9022,0.25846493,21.585652319709087,0.06632537369388544,[123.046875],classical.00047.wav,classical
0.10039588,62.548244,0.29686394,20.355448141707583,0.087271581124226,[172.265625],classical.00048.wav,classical
-2.2007809,43.727753,0.3116152,17.729546854500754,0.10944642813951239,[103.359375],classical.00049.wav,classical
-21.309156,132.14926,0.28610158,19.448065286730646,0.049492898002128485,[107.66601562],classical.00050.wav,classical
-3.0384068,87.485756,0.38145718,16.861679159963362,0.06010507872968266,[135.99917763],classical.00051.wav,classical
-9.423241,64.38093,0.38802975,18.18573368933373,0.12697013169988391,[161.49902344],classical.00052.wav,classical
0.8834343,59.3902,0.30471268,20.43537971372409,0.0879189694998065,[215.33203125],classical.00053.wav,classical
0.9369425,54.526222,0.31949472,21.723111595634624,0.11627820844620743,[95.703125],classical.00054.wav,classical
-29.315878,139.17606,0.18647887,22.239909391622668,0.059341288941563465,[78.30255682],classical.00055.wav,classical
1.7239394,48.63145,0.31287572,21.085813178825564,0.09672579455301858,[95.703125],classical.00056.wav,classical
-21.43242,108.91647,0.2538498,20.52144680676133,0.09525792738970588,[107.66601562],classical.00057.wav,classical
-14.374938,107.31063,0.26571423,23.957754742813123,0.08186836360777863,[143.5546875],classical.00058.wav,classical
-9.266078,71.20318,0.2825834,21.80759994194173,0.09329951141640867,[117.45383523],classical.00059.wav,classical
-8.570952,60.71092,0.30526578,20.993924736953144,0.10401637782991487,[123.046875],classical.00060.wav,classical
-11.196094,90.44559,0.28175208,22.71179335734378,0.07612614587364551,[151.99908088],classical.00061.wav,classical
-13.149895,100.74247,0.32029325,20.694422853406486,0.07404603751451239,[89.10290948],classical.00062.wav,classical
-19.411636,138.96756,0.22674659,19.78842578222618,0.036054203753869966,[95.703125],classical.00063.wav,classical
-22.99944,144.85728,0.1989291,19.708133008249764,0.04229906395123839,[89.10290948],classical.00064.wav,classical
-21.386267,127.33121,0.20719388,19.78764535519818,0.047511806428986066,[123.046875],classical.00065.wav,classical
-20.765146,129.42749,0.18708833,20.74862232290568,0.04503222958591331,[135.99917763],classical.00066.wav,classical
-19.640755,125.32507,0.26750588,19.389080150084286,0.046355350836880804,[143.5546875],classical.00067.wav,classical
-12.470593,77.02685,0.2572882,22.169441435731287,0.09520237217008513,[83.35433468],classical.00068.wav,classical
-14.563343,97.54453,0.23668899,22.747978639677434,0.079280321812113,[69.83741554],classical.00069.wav,classical
-14.493268,99.31519,0.24424577,21.289802439553167,0.07085595854295666,[161.49902344],classical.00070.wav,classical
-11.838151,86.54353,0.20815395,21.080491473909017,0.07585706208881579,[143.5546875],classical.00071.wav,classical
-13.584394,109.959335,0.27944192,20.99688030852109,0.06374980347813468,[117.45383523],classical.00072.wav,classical
-14.214201,97.78832,0.2163273,21.515281163729824,0.07093910240905572,[129.19921875],classical.00073.wav,classical
-13.430334,92.88265,0.23741011,20.441175340506675,0.07211672189434984,[161.49902344],classical.00074.wav,classical
-18.538353,121.73649,0.21740316,22.691635096846973,0.0608847414376935,[117.45383523],classical.00075.wav,classical
-8.587706,81.75568,0.26045904,20.39358597773943,0.07171347414376934,[172.265625],classical.00076.wav,classical
-28.836485,140.03079,0.21903363,20.79475358382594,0.04834475679663313,[161.49902344],classical.00077.wav,classical
-30.14846,158.75792,0.22515063,19.825406370610427,0.04129340109810371,[67.99958882],classical.00078.wav,classical
-25.426178,130.07745,0.21772774,20.256634677589787,0.05211230771091331,[143.5546875],classical.00079.wav,classical
-24.193369,159.5622,0.43804651,16.907470265279475,0.031537602191369966,[143.5546875],classical.00080.wav,classical
-18.965889,112.67954,0.26684135,20.72281906826531,0.06055896865325077,[151.99908088],classical.00081.wav,classical
-22.60734,84.68024,0.2827168,22.623662526949172,0.08737929022349071,[117.45383523],classical.00082.wav,classical
-18.693943,108.538895,0.24464238,22.25408878869824,0.05079296572658669,[117.45383523],classical.00083.wav,classical
-22.808811,113.72335,0.24545789,21.246153799579385,0.05794825125773994,[112.34714674],classical.00084.wav,classical
-14.360824,83.61652,0.30964005,19.061077813272778,0.09158788155476007,[107.66601562],classical.00085.wav,classical
-14.948681,92.83285,0.31213167,19.501588443026616,0.07686121323529412,[99.38401442],classical.00086.wav,classical
-21.660528,121.6477,0.27444813,21.147248860872715,0.051046554518188854,[123.046875],classical.00087.wav,classical
-17.373167,95.61402,0.29419056,19.463515212494666,0.07053623258513932,[103.359375],classical.00088.wav,classical
-15.398979,90.64973,0.21732557,24.39384232768861,0.16668644482875386,[99.38401442],classical.00089.wav,classical
-17.249683,95.100525,0.21933523,25.98075003364591,0.151986231375774,[95.703125],classical.00090.wav,classical
-9.98912,78.387985,0.22580075,25.773635413889668,0.1524378537393576,[92.28515625],classical.00091.wav,classical
-11.051729,92.56662,0.1811293,25.330638763511143,0.13095801385932662,[95.703125],classical.00092.wav,classical
-9.925316,69.02041,0.2269671,23.794545421964315,0.10825822670762383,[135.99917763],classical.00093.wav,classical
-16.234007,116.44686,0.3689322,21.65802931363821,0.07015490458107586,[184.5703125],classical.00094.wav,classical
-20.045568,121.93881,0.22755931,24.097296212742396,0.12435714674438854,[86.1328125],classical.00095.wav,classical
-7.8723226,70.1702,0.29303515,22.34631423832354,0.11752045339106038,[135.99917763],classical.00096.wav,classical
-11.731907,85.84634,0.22232276,23.31479466471628,0.08592124915344428,[103.359375],classical.00097.wav,classical
-14.426744,88.17884,0.28997293,23.257077059388525,0.1234924505369582,[184.5703125],classical.00098.wav,classical
-14.597799,111.79116,0.33388892,22.912718576920515,0.08068318558920279,[95.703125],classical.00099.wav,classical
9.053883,24.850626,0.38354596,19.807921972163427,0.10713729622194272,[86.1328125],country.00000.wav,country
10.385107,19.620918,0.41387543,18.4603055527851,0.12698751632643188,[129.19921875],country.00001.wav,country
2.8341682,44.74076,0.29724705,18.848895454902287,0.0741337165005805,[83.35433468],country.00002.wav,country
7.4234276,36.816227,0.37698767,20.605520248415505,0.1025643835864938,[161.49902344],country.00003.wav,country
9.527824,21.320232,0.38276434,18.681123854397757,0.12416100280572756,[117.45383523],country.00004.wav,country
8.244869,23.212095,0.41735208,18.468209482235615,0.13645079999516255,[129.19921875],country.00005.wav,country
8.522494,24.93627,0.42083368,18.943218340796513,0.12843724300986842,[112.34714674],country.00006.wav,country
9.751823,22.645197,0.42144912,19.47225445385936,0.11293582502902477,[103.359375],country.00007.wav,country
10.298622,25.564997,0.35535052,20.422015151205606,0.10473972946497678,[66.25600962],country.00008.wav,country
10.305913,18.455915,0.42975277,18.091850867231603,0.15687886996904024,[95.703125],country.00009.wav,country
-6.6873717,67.26341,0.29136452,19.597094401055195,0.07651125314434984,[80.74951172],country.00010.wav,country
-6.254248,63.64676,0.3009386,21.386419114299382,0.11010515431501548,[112.34714674],country.00011.wav,country
-2.147266,56.004036,0.29649943,19.309266819901406,0.06406763980263158,[89.10290948],country.00012.wav,country
-1.3327779,45.067444,0.36810315,18.685140194267586,0.12956497617550308,[129.19921875],country.00013.wav,country
0.17885907,44.548035,0.36476815,18.999563694350044,0.12474225401509288,[135.99917763],country.00014.wav,country
-1.4689648,49.706753,0.37969851,18.73760895488224,0.09426624782314241,[151.99908088],country.00015.wav,country
-7.9112697,75.0825,0.32257736,19.594476468366214,0.06017386138254644,[107.66601562],country.00016.wav,country
-1.6394596,64.66119,0.3571866,18.74961562428992,0.06385600087074303,[89.10290948],country.00017.wav,country
-1.0307667,50.0468,0.3699392,19.820926397961763,0.09561053296729877,[86.1328125],country.00018.wav,country
-7.20788,88.305626,0.31574336,20.382030209812093,0.050959631385448914,[83.35433468],country.00019.wav,country
1.158501,57.745377,0.36554465,19.98700140878738,0.08685812935371517,[103.359375],country.00020.wav,country
-3.896424,77.77052,0.28894132,20.30618438490181,0.04559534031540248,[107.66601562],country.00021.wav,country
-5.0740085,66.942665,0.32141724,19.833596062632264,0.06805325440208979,[184.5703125],country.00022.wav,country
-13.379039,105.938034,0.30551112,20.37183217607669,0.03548126693111455,[83.35433468],country.00023.wav,country
-6.2706604,69.729576,0.2704443,21.411477015427465,0.0824598188370743,[129.19921875],country.00024.wav,country
-3.6137056,69.25825,0.347311,19.83825747344449,0.05730313044214396,[73.828125],country.00025.wav,country
0.11220338,72.256676,0.32973626,19.83222369168656,0.05483186798568111,[107.66601562],country.00026.wav,country
-1.0210567,45.842644,0.3917749,19.417906683879938,0.0973951026751161,[92.28515625],country.00027.wav,country
-3.1302457,62.429794,0.31836507,20.61082561349475,0.05981898824496904,[89.10290948],country.00028.wav,country
-1.956568,68.45691,0.3099462,19.334756078764546,0.054208666916602165,[89.10290948],country.00029.wav,country
-6.9402843,88.76198,0.22133958,22.08709536059784,0.042844034200851394,[161.49902344],country.00030.wav,country
-0.9237859,50.96542,0.31330618,20.943426846163028,0.09529609798277863,[112.34714674],country.00031.wav,country
-3.6486292,76.282776,0.33104125,23.325944346843627,0.0676016320385062,[99.38401442],country.00032.wav,country
-2.849095,49.678944,0.31676006,20.98757812314484,0.12361565462945047,[92.28515625],country.00033.wav,country
-2.624397,53.053043,0.3592578,19.206108197393853,0.11928688261900154,[135.99917763],country.00034.wav,country
0.666524,47.369686,0.37593812,19.67540765115332,0.10437125096749227,[99.38401442],country.00035.wav,country
-15.19882,102.011826,0.34464782,22.158479109867333,0.0848248839009288,[112.34714674],country.00036.wav,country
-2.4651077,60.4341,0.37397298,18.779249607125415,0.08500288735971362,[99.38401442],country.00037.wav,country
0.91593623,42.597706,0.3671552,18.729138313510713,0.12115799753289473,[151.99908088],country.00038.wav,country
1.4083383,33.677673,0.43781942,18.982551663530046,0.21237475510352166,[123.046875],country.00039.wav,country
0.19155012,42.99997,0.3733921,18.81861071155208,0.10633306828076626,[143.5546875],country.00040.wav,country
4.2116995,44.54813,0.39776525,18.54315723762557,0.09585618529895511,[129.19921875],country.00041.wav,country
2.4816387,40.699055,0.39160368,19.405996754882565,0.08702592879256967,[103.359375],country.00042.wav,country
0.55669427,42.082737,0.40328202,18.29992200118385,0.1343000193498452,[135.99917763],country.00043.wav,country
1.4123864,62.19557,0.36003822,21.607385122752298,0.0665200059258901,[78.30255682],country.00044.wav,country
1.3520911,33.293358,0.34554547,18.84491642638932,0.13296442651896284,[78.30255682],country.00045.wav,country
-0.9174078,52.743412,0.37411577,20.31600703791691,0.11589196739551083,[78.30255682],country.00046.wav,country
-4.5326715,60.767605,0.3102344,21.629819902169086,0.09412943837074303,[151.99908088],country.00047.wav,country
-0.18479468,57.319996,0.3109064,20.305422436822834,0.0639731581366099,[117.45383523],country.00048.wav,country
-0.75594616,52.340084,0.32361743,19.22768553489371,0.07581624600909442,[112.34714674],country.00049.wav,country
2.0732121,58.441597,0.3509873,22.518652418037473,0.07890693026799536,[117.45383523],country.00050.wav,country
-5.0761156,70.89861,0.27467206,25.2291359638313,0.0592494527621904,[64.59960938],country.00051.wav,country
-1.6677724,87.249245,0.328754,23.643592129957643,0.03547446425116099,[71.77734375],country.00052.wav,country
2.1362119,44.501663,0.37335324,21.61101697939898,0.10825444744098298,[89.10290948],country.00053.wav,country
2.0666625,63.647114,0.31276882,24.001905617074716,0.06020787478231424,[75.99954044],country.00054.wav,country
4.037415,46.915108,0.35707697,21.968946690985465,0.08110419589299536,[129.19921875],country.00055.wav,country
3.1029558,64.048386,0.3191645,25.053117949847053,0.054941088791602165,[80.74951172],country.00056.wav,country
-1.0465465,58.060314,0.31502816,24.663552231437137,0.07543756349167957,[67.99958882],country.00057.wav,country
5.1629243,50.9712,0.34798485,23.11585738006801,0.07327015407314241,[112.34714674],country.00058.wav,country
2.6174574,70.82266,0.28438237,24.852743389010133,0.052538986914667185,[135.99917763],country.00059.wav,country
4.155697,67.29523,0.34205148,24.421298148952157,0.04291659612035604,[69.83741554],country.00060.wav,country
0.5825833,69.989815,0.3144577,24.308044111362705,0.048586629861648606,[60.09265988],country.00061.wav,country
2.9253669,46.617207,0.39037266,21.81780844277065,0.10237579818111456,[172.265625],country.00062.wav,country
1.9716117,68.6663,0.33393723,23.4188493310761,0.058282716355456655,[83.35433468],country.00063.wav,country
-5.0701346,74.56662,0.26330346,25.033357310720486,0.060115282749613,[66.25600962],country.00064.wav,country
